Hotel name,Hotel url,Number of reviews,Tripadvisor rating,Rating regarding other hotels in the same city,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
Hotel Lippert,https://www.tripadvisor.com/Hotel_Review-g274707-d276526-Reviews-Hotel_Lippert-Prague_Bohemia.html,558,4.5,4,99.85348,5.0,88.40908999999999,4.4,0,1,0,1,1,0,1,1,0,1,0,1,0,16,2,14,100,599,392
Sir Toby's,https://www.tripadvisor.com/Hotel_Review-g274707-d283565-Reviews-Sir_Toby_s-Prague_Bohemia.html,626,4.5,4,72.989692,3.6,90.13514,4.5,0,1,0,0,0,0,1,1,0,1,0,1,1,16,0,16,82,69,17
Residence U Mecenase,https://www.tripadvisor.com/Hotel_Review-g274707-d10380897-Reviews-Residence_U_Mecenase-Prague_Bohemia.html,93,5.0,4,98.888894,4.9,99.09091000000001,5.0,0,1,0,1,0,0,0,1,0,1,0,1,1,17,0,17,100,216,171
Hotel Aida,https://www.tripadvisor.com/Hotel_Review-g274707-d275491-Reviews-Hotel_Aida-Prague_Bohemia.html,550,4.0,4,67.75,3.4,77.894736,3.9,0,1,0,0,1,0,1,1,1,1,1,1,0,12,5,7,54,47,5
Charles Bridge Hostel & Apartments,https://www.tripadvisor.com/Hotel_Review-g274707-d2202493-Reviews-Charles_Bridge_Hostel_Apartments-Prague_Bohemia.html,597,4.5,4,99.28854,5.0,92.49042599999999,4.6,1,1,0,0,0,0,1,1,0,1,0,1,1,8,2,6,100,197,176
Novomestsky Hotel,https://www.tripadvisor.com/Hotel_Review-g274707-d276567-Reviews-Novomestsky_Hotel-Prague_Bohemia.html,224,4.0,4,90.60240800000001,4.5,82.44897999999999,4.1,0,1,0,0,0,1,1,1,0,1,1,1,0,22,1,21,100,446,264
Hotel Amarilis,https://www.tripadvisor.com/Hotel_Review-g274707-d1006215-Reviews-Hotel_Amarilis-Prague_Bohemia.html,552,4.0,4,90.31579,4.5,86.598988,4.3,0,1,0,1,1,1,1,1,0,1,0,1,0,18,0,18,100,426,252
Hotel Claris,https://www.tripadvisor.com/Hotel_Review-g274707-d566478-Reviews-Hotel_Claris-Prague_Bohemia.html,412,3.5,4,80.22727,4.0,79.366518,4.0,0,1,0,0,0,0,1,1,1,1,0,0,0,9,4,5,100,197,89
EA Hotel Jeleni Dvur Prague Castle,https://www.tripadvisor.com/Hotel_Review-g274707-d585659-Reviews-EA_Hotel_Jeleni_Dvur_Prague_Castle-Prague_Bohemia.html,225,4.0,4,83.809528,4.2,86.03773199999999,4.3,0,1,0,0,1,0,1,1,0,1,0,1,0,23,1,22,87,16,13
Hotel Zlata Vaha,https://www.tripadvisor.com/Hotel_Review-g274707-d2686043-Reviews-Hotel_Zlata_Vaha-Prague_Bohemia.html,741,3.5,4,91.14649999999999,4.6,80.92526,4.0,0,1,0,0,0,0,1,1,0,1,0,0,0,14,4,10,100,272,134
The Viaduct - Suites & More,https://www.tripadvisor.com/Hotel_Review-g274707-d25190478-Reviews-The_Viaduct_Suites_More-Prague_Bohemia.html,1,5.0,4,100,5.0,100,5.0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,100,132,48
Hotel William,https://www.tripadvisor.com/Hotel_Review-g274707-d276608-Reviews-Hotel_William-Prague_Bohemia.html,"1,190",4.0,4,92.34285399999999,4.6,84.41103,4.2,1,1,0,0,0,0,1,1,0,1,1,1,1,11,1,10,100,198,140
ARTHARMONY Pension & Hostel,https://www.tripadvisor.com/Hotel_Review-g274707-d2065217-Reviews-ARTHARMONY_Pension_Hostel-Prague_Bohemia.html,310,4.5,4,89.305554,4.5,89.71014,4.5,0,1,0,0,0,0,0,1,0,1,1,1,1,13,1,12,100,279,193
Hotel Energie,https://www.tripadvisor.com/Hotel_Review-g274707-d6556639-Reviews-Hotel_Energie-Prague_Bohemia.html,99,3.5,4,62.105264,3.1,82,4.1,0,1,0,0,0,0,1,1,0,1,0,1,0,15,5,10,,,
Hotel Elysee,https://www.tripadvisor.com/Hotel_Review-g274707-d277207-Reviews-Hotel_Elysee-Prague_Bohemia.html,"1,010",4.0,4,93.598012,4.7,83.3,4.2,1,1,0,0,1,0,1,1,0,1,0,1,0,20,3,17,100,325,172
Hotel U Zlateho Stromu,https://www.tripadvisor.com/Hotel_Review-g274707-d280327-Reviews-Hotel_U_Zlateho_Stromu-Prague_Bohemia.html,688,4.0,4,96.69421200000001,4.8,85.29411400000001,4.3,0,1,0,0,1,0,1,1,0,1,1,1,0,14,2,12,100,386,293
Art Hotel Prague,https://www.tripadvisor.com/Hotel_Review-g274707-d291523-Reviews-Art_Hotel_Prague-Prague_Bohemia.html,393,4.0,4,72.39130399999999,3.6,92.30769199999999,4.6,1,1,0,1,1,0,1,1,0,1,1,1,0,23,0,23,79,27,5
Travel & Joy Backpackers,https://www.tripadvisor.com/Hotel_Review-g274707-d13109978-Reviews-Travel_Joy_Backpackers-Prague_Bohemia.html,24,3.5,4,93.33332999999999,4.7,86.66667000000001,4.3,0,1,0,0,0,0,0,1,0,1,1,0,0,13,3,10,100,402,183
Bohemia Plaza Residence,https://www.tripadvisor.com/Hotel_Review-g274707-d537740-Reviews-Bohemia_Plaza_Residence-Prague_Bohemia.html,394,4.0,4,84.444446,4.2,84.31138000000001,4.2,0,1,0,0,1,0,1,1,1,1,0,1,1,6,10,-4,100,373,208
Akat Pension,https://www.tripadvisor.com/Hotel_Review-g274707-d1208556-Reviews-Akat_Pension-Prague_Bohemia.html,95,4.0,4,83.2,4.2,76.11111199999999,3.8,0,1,0,0,0,0,1,1,1,1,1,1,1,18,0,18,88,22,4
Prague Golden Age,https://www.tripadvisor.com/Hotel_Review-g274707-d543120-Reviews-Prague_Golden_Age-Prague_Bohemia.html,225,4.0,4,93.89474,4.7,80.727272,4.0,0,1,0,0,0,0,0,1,0,1,1,1,0,9,1,8,100,666,388
Euroagentur Hotel Downtown,https://www.tripadvisor.com/Hotel_Review-g274707-d1056330-Reviews-Euroagentur_Hotel_Downtown-Prague_Bohemia.html,377,3.5,4,84.90798,4.2,75.35714,3.8,0,1,0,1,1,0,1,1,0,0,0,1,0,12,5,7,100,383,207
Hotel Meda - Art of Museum Kampa,https://www.tripadvisor.com/Hotel_Review-g274707-d7961784-Reviews-Hotel_Meda_Art_of_Museum_Kampa-Prague_Bohemia.html,526,3.5,4,78.84891999999999,3.9,76.112852,3.8,0,1,0,0,1,0,0,1,0,0,0,1,0,11,6,5,98,78,13
Hotel Florenc,https://www.tripadvisor.com/Hotel_Review-g274707-d276536-Reviews-Hotel_Florenc-Prague_Bohemia.html,138,4.0,4,87.5,4.4,90,4.5,1,1,0,1,0,0,1,1,0,1,1,1,0,13,2,11,100,140,53
Hotel Blue Orange Resort Prague,https://www.tripadvisor.com/Hotel_Review-g274707-d794462-Reviews-Hotel_Blue_Orange_Resort_Prague-Prague_Bohemia.html,35,3.5,4,80,4.0,96,4.8,0,1,1,1,0,0,0,1,0,0,0,1,1,12,3,9,,,
EA Hotel Crystal Palace,https://www.tripadvisor.com/Hotel_Review-g274707-d607384-Reviews-EA_Hotel_Crystal_Palace-Prague_Bohemia.html,421,3.5,4,82.330094,4.1,77.535544,3.9,0,1,0,1,1,0,1,1,0,1,1,1,1,13,7,6,100,352,213
The Charles Hotel,https://www.tripadvisor.com/Hotel_Review-g274707-d276527-Reviews-The_Charles_Hotel-Prague_Bohemia.html,"1,052",4.0,4,95.78947,4.8,86.31776,4.3,1,1,0,1,1,1,1,1,1,1,1,1,0,14,1,13,100,213,195
Hotel Pav,https://www.tripadvisor.com/Hotel_Review-g274707-d277494-Reviews-Hotel_Pav-Prague_Bohemia.html,"1,711",4.0,4,87.22832600000001,4.4,88.87850800000001,4.4,1,1,0,0,0,0,1,1,0,1,0,1,0,20,1,19,100,342,175
Old Prague Hotel,https://www.tripadvisor.com/Hotel_Review-g274707-d280836-Reviews-Old_Prague_Hotel-Prague_Bohemia.html,525,4.0,4,96.263732,4.8,83.60189399999999,4.2,1,1,0,1,0,0,1,1,0,1,1,1,0,18,3,15,100,594,343
Hotel Planet Prague,https://www.tripadvisor.com/Hotel_Review-g274707-d20364987-Reviews-Hotel_Planet_Prague-Prague_Bohemia.html,17,4.5,4,100,5.0,93.33332999999999,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,15,100,194,59
Gold Art Apartments,https://www.tripadvisor.com/Hotel_Review-g274707-d18818667-Reviews-Gold_Art_Apartments-Prague_Bohemia.html,20,4.5,4,100,5.0,100,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,8,100,386,240
LH Vintage Design Hotel Sax,https://www.tripadvisor.com/Hotel_Review-g274707-d276603-Reviews-LH_Vintage_Design_Hotel_Sax-Prague_Bohemia.html,"1,093",4.5,4,94.30678,4.7,93.69596,4.7,0,1,0,1,1,0,1,1,1,1,0,1,1,16,2,14,100,174,117
Botanique Hotel Prague,https://www.tripadvisor.com/Hotel_Review-g274707-d1479215-Reviews-Botanique_Hotel_Prague-Prague_Bohemia.html,"5,132",4.5,4,89.14862,4.5,94.03219999999999,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,100,149,49
Hotel Angelis Prague,https://www.tripadvisor.com/Hotel_Review-g274707-d15242090-Reviews-Hotel_Angelis_Prague-Prague_Bohemia.html,801,4.5,4,81.3615,4.1,91.50812,4.6,0,1,0,1,1,0,1,1,0,1,0,1,0,22,1,21,97,83,27
Red Chair Hotel,https://www.tripadvisor.com/Hotel_Review-g274707-d614491-Reviews-Red_Chair_Hotel-Prague_Bohemia.html,678,4.5,4,98.62700000000001,4.9,93.74468,4.7,0,1,0,0,1,0,1,1,0,1,0,1,0,14,1,13,100,518,301
Hotel Dar,https://www.tripadvisor.com/Hotel_Review-g274707-d679145-Reviews-Hotel_Dar-Prague_Bohemia.html,248,4.0,4,99.36,5.0,90.7826,4.5,0,1,0,1,1,0,1,1,0,1,1,1,1,9,6,3,100,649,399
Arbes,https://www.tripadvisor.com/Hotel_Review-g274707-d276562-Reviews-Arbes-Prague_Bohemia.html,275,4.0,4,82.16666000000001,4.1,85.76271,4.3,0,1,0,0,1,0,1,1,0,1,0,1,0,19,0,19,100,181,52
Hotel Amadeus,https://www.tripadvisor.com/Hotel_Review-g274707-d276513-Reviews-Hotel_Amadeus-Prague_Bohemia.html,244,3.5,4,75.102044,3.8,71.652174,3.6,0,1,0,0,0,0,1,1,0,1,1,1,0,14,1,13,92,155,82
Charles Bridge Hostel & Apartments,https://www.tripadvisor.com/Hotel_Review-g274707-d2202493-Reviews-Charles_Bridge_Hostel_Apartments-Prague_Bohemia.html,597,4.5,4,99.28854,5.0,92.49042599999999,4.6,1,1,0,0,0,0,1,1,0,1,0,1,1,8,2,6,100,197,176
Hotel Orion,https://www.tripadvisor.com/Hotel_Review-g274707-d280807-Reviews-Hotel_Orion-Prague_Bohemia.html,285,4.5,4,86.8254,4.3,84.53125,4.2,0,1,0,0,0,0,0,1,0,1,0,1,1,5,0,5,100,173,66
Anyday Apartments,https://www.tripadvisor.com/Hotel_Review-g274707-d2631185-Reviews-Anyday_Apartments-Prague_Bohemia.html,571,4.5,4,90.05236,4.5,94.010152,4.7,0,1,0,0,0,0,1,1,0,1,1,1,1,10,0,10,100,279,167
7 Tales Suites,https://www.tripadvisor.com/Hotel_Review-g274707-d9469817-Reviews-7_Tales_Suites-Prague_Bohemia.html,196,4.5,4,98.26087,4.9,95.15152,4.8,0,1,0,0,0,0,1,1,1,1,1,1,1,9,1,8,100,585,384
Pension Brezina,https://www.tripadvisor.com/Hotel_Review-g274707-d276688-Reviews-Pension_Brezina-Prague_Bohemia.html,369,3.5,4,84.421052,4.2,75.79545399999999,3.8,1,1,0,1,0,0,1,1,0,1,0,1,1,19,4,15,100,311,171
Fleur De Lis Hotel,https://www.tripadvisor.com/Hotel_Review-g274707-d276604-Reviews-Fleur_De_Lis_Hotel-Prague_Bohemia.html,728,4.5,4,87.195768,4.4,97.53926,4.9,1,1,0,1,1,0,1,1,1,1,1,1,1,10,0,10,94,129,48
The Viaduct - Suites & More,https://www.tripadvisor.com/Hotel_Review-g274707-d25190478-Reviews-The_Viaduct_Suites_More-Prague_Bohemia.html,1,5.0,4,100,5.0,100,5.0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,100,132,48
The Hotel Fitzgerald,https://www.tripadvisor.com/Hotel_Review-g274707-d1061225-Reviews-The_Hotel_Fitzgerald-Prague_Bohemia.html,259,4.5,4,82.47422,4.1,94.39251999999999,4.7,0,1,1,1,1,1,1,1,0,1,1,1,1,14,1,13,97,142,34
VN3 Terraces,https://www.tripadvisor.com/Hotel_Review-g274707-d23635805-Reviews-VN3_Terraces-Prague_Bohemia.html,6,4.0,4,100,5.0,100,5.0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,100,582,318
Havel Residence,https://www.tripadvisor.com/Hotel_Review-g274707-d14455970-Reviews-St_Havel_Residence-Prague_Bohemia.html,43,4.0,4,90,4.5,96,4.8,0,1,0,1,0,0,0,1,0,0,0,0,1,13,3,10,100,648,393
Hostel Bell,https://www.tripadvisor.com/Hotel_Review-g274707-d1202963-Reviews-Hostel_Bell-Prague_Bohemia.html,34,3.5,4,81.052628,4.1,75.555554,3.8,1,1,0,0,0,0,0,1,0,1,0,0,1,18,2,16,100,364,217
U Bile Lilie,https://www.tripadvisor.com/Hotel_Review-g274707-d12100192-Reviews-U_Bile_Lilie-Prague_Bohemia.html,167,5.0,4,97.5,4.9,97.93103199999999,4.9,0,1,0,1,1,1,1,1,0,1,1,1,0,13,0,13,100,158,109
